bhk,type,locality,region,area,price,price_unit,status,age,price_in_inr,price_per_sqft
3.0,Super built-up  Area,Karve Nagar,Karve Nagar,1500.0,78.25,L,Under Construction,Under Construction,7825000.0,5216.666666666667
4.0,Super built-up  Area,Karve Road,Karve Road,3122.0,237.0,L,Ready,Ready,23700000.0,7591.287636130685
3.0,Super built-up  Area,Kasba Peth,Kasba Peth,2061.0,175.0,L,Ready,Ready,17500000.0,8491.02377486657
5.0,Plot  Area,Katraj,Katraj,2400.0,325.0,L,Ready,Ready,32500000.0,13541.666666666666
3.0,Super built-up  Area,Khadaki,Khadaki,1255.0,95.0,L,Under Construction,Under Construction,9500000.0,7569.721115537848
7.0,Super built-up  Area,Khadki,Khadki,2425.0,140.0,L,Ready,Ready,14000000.0,5773.19587628866
2.0,Super built-up  Area,Kharadi,Kharadi,1031.0,55.0,L,Ready,Ready,5500000.0,5334.62657613967
2.0,Super built-up  Area,Kondhwa,Kondhwa,1210.0,74.0,L,Under Construction,Under Construction,7400000.0,6115.702479338843
2.0,Super built-up  Area,Kondhwa Budruk,Kondhwa Budruk,950.0,40.0,L,Ready,Ready,4000000.0,4210.526315789473
4.0,Plot  Area,Kondhwa Khurd,Kondhwa Khurd,1376.0,156.0,L,Ready,Ready,15600000.0,11337.209302325582
2.0,Super built-up  Area,Koregaon Park,Koregaon Park,1161.0,55.15,L,Under Construction,Under Construction,5515000.0,4750.215331610681
2.0,Super built-up  Area,Kothrud,Kothrud,1303.0,44.17,L,Ready,Ready,4417000.0,3389.869531849578
2.0,Super built-up  Area,Law College Road,Law College Road,1418.0,105.0,L,Ready,Ready,10500000.0,7404.795486600846
2.0,Plot  Area,Laxmi Road,Laxmi Road,1200.0,65.0,L,Ready,Ready,6500000.0,5416.666666666667
3.0,Super built-up  Area,Lulla Nagar,Lulla Nagar,1825.0,175.0,L,Ready,Ready,17500000.0,9589.04109589041
2.0,Built-up  Area,Mahatma Gandhi Road,Mahatma Gandhi Road,1015.0,48.0,L,Ready,Ready,4800000.0,4729.064039408867
3.0,Carpet  Area,Mangalwar peth,Mangalwar peth,1150.0,60.0,L,Ready,Ready,6000000.0,5217.391304347826
2.0,Super built-up  Area,Manik Bagh,Manik Bagh,1010.0,40.0,L,Ready,Ready,4000000.0,3960.3960396039606
3.0,Super built-up  Area,Market yard,Market yard,1508.0,75.0,L,Ready,Ready,7500000.0,4973.474801061008
2.0,Super built-up  Area,Model colony,Model colony,1275.0,87.0,L,Ready,Ready,8700000.0,6823.529411764706
3.0,Built-up  Area,Mukund Nagar,Mukund Nagar,1460.0,70.0,L,Ready,Ready,7000000.0,4794.520547945205
2.0,Super built-up  Area,Mundhawa,Mundhawa,946.0,58.0,L,Ready,Ready,5800000.0,6131.0782241014795
2.0,Super built-up  Area,Nagar Road,Nagar Road,1110.0,58.0,L,Ready,Ready,5800000.0,5225.225225225226
3.0,Super built-up  Area,Nana Peth,Nana Peth,1832.0,125.0,L,Ready,Ready,12500000.0,6823.144104803493
2.0,Super built-up  Area,Narayan Peth,Narayan Peth,1088.0,61.45,L,Under Construction,Under Construction,6145000.0,5647.97794117647
3.0,Super built-up  Area,Narayangaon,Narayangaon,1564.0,104.0,L,Ready,Ready,10400000.0,6649.616368286445
2.0,Super built-up  Area,Navi Peth,Navi Peth,1030.0,35.02,L,Under Construction,Under Construction,3502000.0000000005,3400.0000000000005
2.0,Super built-up  Area,Padmavati,Padmavati,660.0,27.0,L,Ready,Ready,2700000.0,4090.909090909091
3.0,Super built-up  Area,Parvati Darshan,Parvati Darshan,1700.0,95.0,L,Ready,Ready,9500000.0,5588.235294117647
4.0,Plot  Area,Pashan,Pashan,1100.0,121.0,L,Ready,Ready,12100000.0,11000.0
2.0,Super built-up  Area,Paud Road,Paud Road,1205.0,62.9,L,Under Construction,Under Construction,6290000.0,5219.9170124481325
3.0,Super built-up  Area,Pirangut,Pirangut,1950.0,90.0,L,Ready,Ready,9000000.0,4615.384615384615
2.0,Super built-up  Area,Prabhat Road,Prabhat Road,1080.0,62.0,L,Under Construction,Under Construction,6200000.0,5740.740740740741
4.0,Built-up  Area,Pune Railway Station,Pune Railway Station,2800.0,140.0,L,Ready,Ready,14000000.0,5000.0
2.0,Super built-up  Area,Rasta Peth,Rasta Peth,999.0,43.66,L,Under Construction,Under Construction,4366000.0,4370.37037037037
4.0,Plot  Area,Raviwar Peth,Raviwar Peth,900.0,175.0,L,Ready,Ready,17500000.0,19444.444444444445
2.0,Super built-up  Area,Sadashiv Peth,Sadashiv Peth,1300.0,89.76,L,Under Construction,Under Construction,8976000.0,6904.615384615385
2.0,Super built-up  Area,Sahakar Nagar,Sahakar Nagar,1265.0,78.0,L,Ready,Ready,7800000.0,6166.00790513834
2.0,Built-up  Area,Salunke Vihar,Salunke Vihar,1200.0,42.0,L,Ready,Ready,4200000.0,3500.0
4.0,Super built-up  Area,Sasson Road,Sasson Road,1974.0,106.0,L,Under Construction,Under Construction,10600000.0,5369.807497467072
2.0,Super built-up  Area,Satara Road,Satara Road,1180.0,40.0,L,Ready,Ready,4000000.0,3389.830508474576
3.0,Super built-up  Area,Senapati Bapat Road,Senapati Bapat Road,1350.0,63.0,L,Ready,Ready,6300000.0,4666.666666666667
3.0,Super built-up  Area,Shaniwar Peth,Shaniwar Peth,1560.0,65.0,L,Ready,Ready,6500000.0,4166.666666666667
2.0,Plot  Area,Shivaji Nagar,Shivaji Nagar,2800.0,650.0,L,Ready,Ready,65000000.0,23214.285714285714
2.0,Super built-up  Area,Shukrawar Peth,Shukrawar Peth,1085.0,41.23,L,Under Construction,Under Construction,4122999.9999999995,3799.9999999999995
3.0,Super built-up  Area,Sinhagad Road,Sinhagad Road,1300.0,75.0,L,Ready,Ready,7500000.0,5769.2307692307695
3.0,Super built-up  Area,Somwar Peth,Somwar Peth,1600.0,56.0,L,Ready,Ready,5600000.0,3500.0
2.0,Super built-up  Area,Swargate,Swargate,1127.0,55.0,L,Ready,Ready,5500000.0,4880.212954747116
2.0,Super built-up  Area,Tilak Road,Tilak Road,795.0,32.0,L,Ready,Ready,3200000.0,4025.1572327044023
3.0,Super built-up  Area,Uruli Devachi,Uruli Devachi,1850.0,88.0,L,Ready,Ready,8800000.0,4756.756756756757
2.0,Built-up  Area,Vadgaon Budruk,Vadgaon Budruk,1020.0,29.45,L,Under Construction,Under Construction,2945000.0,2887.2549019607845
3.0,Built-up  Area,Wadgaon Sheri,Wadgaon Sheri,1475.0,200.0,L,Ready,Ready,20000000.0,13559.322033898305
3.0,Plot  Area,Viman Nagar,Viman Nagar,1200.0,96.25,L,Ready,Ready,9625000.0,8020.833333333333
3.0,Super built-up  Area,Vishrant Wadi,Vishrant Wadi,1345.0,47.0,L,Ready,Ready,4700000.0,3494.4237918215613
2.0,Super built-up  Area,Wagholi,Wagholi,849.0,25.4,L,Under Construction,Under Construction,2540000.0,2991.7550058892816
3.0,Super built-up  Area,Wakadewadi,Wakadewadi,1706.0,135.0,L,Under Construction,Under Construction,13500000.0,7913.24736225088
4.0,Super built-up  Area,Wanowrie,Wanowrie,2100.0,180.0,L,Under Construction,Under Construction,18000000.0,8571.42857142857
3.0,Super built-up  Area,Warje,Warje,1250.0,65.0,L,Ready,Ready,6500000.0,5200.0
3.0,Built-up  Area,Yerawada,Yerawada,1260.0,63.58,L,Ready,Ready,6358000.0,5046.0317460317465
3.0,Super built-up  Area,Alandi Road,Alandi Road,1265.0,65.0,L,Ready,Ready,6500000.0,5138.339920948617
3.0,Super built-up  Area,Ambegaon Budruk,Ambegaon Budruk,1260.0,45.0,L,Under Construction,Under Construction,4500000.0,3571.4285714285716
2.0,Super built-up  Area,Anandnagar,Anandnagar,1045.0,58.0,L,Under Construction,Under Construction,5800000.0,5550.239234449761
4.0,Super built-up  Area,Aundh,Aundh,3895.0,495.0,L,Ready,Ready,49500000.0,12708.600770218229
1.0,Super built-up  Area,Aundh Road,Aundh Road,412.5,19.8,L,Under Construction,Under Construction,1980000.0,4800.0
2.0,Super built-up  Area,Balaji Nagar,Balaji Nagar,1100.0,62.0,L,Under Construction,Under Construction,6200000.0,5636.363636363636
2.0,Super built-up  Area,Baner,Baner,1113.0,50.0,L,Under Construction,Under Construction,5000000.0,4492.36298292902
4.0,Super built-up  Area,Baner road,Baner road,2774.0,208.0,L,Under Construction,Under Construction,20800000.0,7498.197548666186
2.0,Built-up  Area,Bhandarkar Road,Bhandarkar Road,1210.0,60.0,L,Ready,Ready,6000000.0,4958.677685950413
1.0,Super built-up  Area,Bhavani Peth,Bhavani Peth,700.0,30.84,L,Ready,Ready,3084000.0,4405.714285714285
2.0,Super built-up  Area,Bibvewadi,Bibvewadi,1155.0,55.5,L,Under Construction,Under Construction,5550000.0,4805.194805194805
2.0,Super built-up  Area,Bopodi,Bopodi,1132.0,89.0,L,Under Construction,Under Construction,8900000.0,7862.190812720848
2.0,Super built-up  Area,Budhwar Peth,Budhwar Peth,1359.0,104.0,L,Under Construction,Under Construction,10400000.0,7652.685798381162
4.0,Super built-up  Area,Bund Garden Road,Bund Garden Road,2631.0,200.0,L,Ready,Ready,20000000.0,7601.672367920943
2.0,Super built-up  Area,Camp,Camp,1145.0,56.0,L,Ready,Ready,5600000.0,4890.829694323144
1.0,Built-up  Area,Chandan Nagar,Chandan Nagar,600.0,30.0,L,Ready,Ready,3000000.0,5000.0
1.0,Plot  Area,Dapodi,Dapodi,1200.0,125.0,L,Ready,Ready,12500000.0,10416.666666666666
2.0,Built-up  Area,Deccan Gymkhana,Deccan Gymkhana,830.0,60.0,L,Ready,Ready,6000000.0,7228.915662650603
2.0,Super built-up  Area,Dehu Road,Dehu Road,1009.0,56.0,L,Ready,Ready,5600000.0,5550.049554013875
3.0,Super built-up  Area,Dhankawadi,Dhankawadi,1800.0,195.0,L,Ready,Ready,19500000.0,10833.333333333334
2.0,Super built-up  Area,Dhayari Phata,Dhayari Phata,1226.0,52.71,L,Ready,Ready,5271000.0,4299.347471451876
2.0,Super built-up  Area,Dhole Patil Road,Dhole Patil Road,1500.0,88.0,L,Ready,Ready,8800000.0,5866.666666666667
2.0,Super built-up  Area,Erandwane,Erandwane,1363.0,79.0,L,Ready,Ready,7900000.0,5796.038151137197
3.0,Built-up  Area,Fatima Nagar,Fatima Nagar,1400.0,240.0,L,Ready,Ready,24000000.0,17142.85714285714
2.0,Built-up  Area,Fergusson College Road,Fergusson College Road,1165.0,33.64,L,Under Construction,Under Construction,3364000.0,2887.5536480686696
4.0,Built-up  Area,Ganesh Peth,Ganesh Peth,2792.0,220.0,L,Ready,Ready,22000000.0,7879.656160458453
1.0,Built-up  Area,Ganeshkhind,Ganeshkhind,700.0,59.0,L,Ready,Ready,5900000.0,8428.57142857143
2.0,Super built-up  Area,Ghorpade Peth,Ghorpade Peth,1060.0,42.0,L,Ready,Ready,4200000.0,3962.264150943396
2.0,Built-up  Area,Ghorpadi,Ghorpadi,1200.0,67.0,L,Ready,Ready,6700000.0,5583.333333333333
3.0,Built-up  Area,Gokhale Nagar,Gokhale Nagar,1518.0,76.0,L,Under Construction,Under Construction,7600000.0,5006.587615283267
3.0,Built-up  Area,Gultekdi,Gultekdi,1495.0,75.0,L,Ready,Ready,7500000.0,5016.722408026756
2.0,Built-up  Area,Guruwar peth,Guruwar peth,1575.0,90.0,L,Ready,Ready,9000000.0,5714.285714285715
2.0,Built-up  Area,Hadapsar,Hadapsar,1440.0,170.0,L,Ready,Ready,17000000.0,11805.555555555555
3.0,Super built-up  Area,Hadapsar Industrial Estate,Hadapsar Industrial Estate,1545.0,69.0,L,Under Construction,Under Construction,6900000.0,4466.019417475728
3.0,Built-up  Area,Hingne Khurd,Hingne Khurd,1470.0,50.0,L,Ready,Ready,5000000.0,3401.360544217687
3.0,Super built-up  Area,Jangali Maharaj Road,Jangali Maharaj Road,1500.0,95.0,L,Ready,Ready,9500000.0,6333.333333333333
3.0,Built-up  Area,Kalyani Nagar,Kalyani Nagar,1450.0,81.0,L,Ready,Ready,8100000.0,5586.206896551724
2.0,Super built-up  Area,Karve Nagar,Karve Nagar,1179.0,49.0,L,Ready,Ready,4900000.0,4156.064461407973
3.0,Super built-up  Area,Karve Road,Karve Road,1650.0,110.0,L,Ready,Ready,11000000.0,6666.666666666667
3.0,Super built-up  Area,Kasba Peth,Kasba Peth,1095.0,32.0,L,Ready,Ready,3200000.0,2922.3744292237443
2.0,Built-up  Area,Katraj,Katraj,856.0,48.0,L,Under Construction,Under Construction,4800000.0,5607.476635514019
2.0,Super built-up  Area,Khadaki,Khadaki,1143.0,62.0,L,Ready,Ready,6200000.0,5424.321959755031
2.0,Super built-up  Area,Khadki,Khadki,1349.0,97.8,L,Ready,Ready,9780000.0,7249.814677538918
3.0,Built-up  Area,Kharadi,Kharadi,1280.0,45.0,L,Ready,Ready,4500000.0,3515.625
1.0,Super built-up  Area,Kondhwa,Kondhwa,480.0,60.0,L,Ready,Ready,6000000.0,12500.0
2.0,Super built-up  Area,Kondhwa Budruk,Kondhwa Budruk,1216.0,69.06,L,Under Construction,Under Construction,6906000.0,5679.276315789473
3.0,Super built-up  Area,Kondhwa Khurd,Kondhwa Khurd,2493.0,115.0,L,Ready,Ready,11500000.0,4612.916165262735
2.0,Super built-up  Area,Koregaon Park,Koregaon Park,1290.0,120.0,L,Ready,Ready,12000000.0,9302.32558139535
5.0,Plot  Area,Kothrud,Kothrud,1200.0,96.0,L,Ready,Ready,9600000.0,8000.0
2.0,Super built-up  Area,Law College Road,Law College Road,1156.0,42.0,L,Ready,Ready,4200000.0,3633.2179930795846
2.0,Super built-up  Area,Laxmi Road,Laxmi Road,1230.0,44.0,L,Ready,Ready,4400000.0,3577.2357723577234
2.0,Super built-up  Area,Lulla Nagar,Lulla Nagar,1070.0,33.15,L,Ready,Ready,3315000.0,3098.1308411214955
2.0,Super built-up  Area,Mangalwar peth,Mangalwar peth,1235.0,49.3,L,Under Construction,Under Construction,4930000.0,3991.902834008097
2.0,Built-up  Area,Manik Bagh,Manik Bagh,1117.0,110.0,L,Ready,Ready,11000000.0,9847.806624888093
3.0,Super built-up  Area,Market yard,Market yard,1724.0,124.0,L,Ready,Ready,12400000.0,7192.5754060324825
4.0,Plot  Area,Model colony,Model colony,1200.0,90.0,L,Ready,Ready,9000000.0,7500.0
1.0,Super built-up  Area,Mukund Nagar,Mukund Nagar,600.0,43.0,L,Ready,Ready,4300000.0,7166.666666666667
3.0,Super built-up  Area,Mundhawa,Mundhawa,1930.0,57.9,L,Ready,Ready,5790000.0,3000.0
2.0,Super built-up  Area,Nagar Road,Nagar Road,1216.0,75.0,L,Under Construction,Under Construction,7500000.0,6167.763157894737
3.0,Built-up  Area,Nana Peth,Nana Peth,1452.0,60.0,L,Ready,Ready,6000000.0,4132.231404958678
2.0,Super built-up  Area,Narayan Peth,Narayan Peth,1355.0,78.0,L,Ready,Ready,7800000.0,5756.457564575646
3.0,Super built-up  Area,Navi Peth,Navi Peth,2145.0,190.0,L,Ready,Ready,19000000.0,8857.808857808857
2.0,Super built-up  Area,Padmavati,Padmavati,957.0,53.0,L,Ready,Ready,5300000.0,5538.1400208986415
2.0,Built-up  Area,Parvati Darshan,Parvati Darshan,925.0,48.0,L,Ready,Ready,4800000.0,5189.189189189189
2.0,Super built-up  Area,Pashan,Pashan,1550.0,59.0,L,Ready,Ready,5900000.0,3806.451612903226
4.0,Plot  Area,Paud Road,Paud Road,4000.0,899.0,L,Ready,Ready,89900000.0,22475.0
3.0,Plot  Area,Pirangut,Pirangut,2100.0,140.0,L,Under Construction,Under Construction,14000000.0,6666.666666666667
2.0,Super built-up  Area,Prabhat Road,Prabhat Road,1115.0,61.0,L,Under Construction,Under Construction,6100000.0,5470.85201793722
3.0,Super built-up  Area,Pune Railway Station,Pune Railway Station,1692.0,83.0,L,Ready,Ready,8300000.0,4905.437352245863
2.0,Super built-up  Area,Rasta Peth,Rasta Peth,1100.0,52.0,L,Ready,Ready,5200000.0,4727.272727272727
3.0,Super built-up  Area,Raviwar Peth,Raviwar Peth,1385.0,69.0,L,Ready,Ready,6900000.0,4981.949458483755
1.0,Super built-up  Area,Sadashiv Peth,Sadashiv Peth,760.0,24.9,L,Ready,Ready,2490000.0,3276.315789473684
2.0,Super built-up  Area,Sahakar Nagar,Sahakar Nagar,1335.0,67.0,L,Under Construction,Under Construction,6700000.0,5018.7265917603
2.0,Super built-up  Area,Salunke Vihar,Salunke Vihar,910.0,45.0,L,Ready,Ready,4500000.0,4945.054945054945
3.0,Super built-up  Area,Sasson Road,Sasson Road,1610.0,55.0,L,Ready,Ready,5500000.0,3416.1490683229813
2.0,Super built-up  Area,Satara Road,Satara Road,1341.0,75.76,L,Under Construction,Under Construction,7576000.000000001,5649.515287099181
3.0,Plot  Area,Senapati Bapat Road,Senapati Bapat Road,1200.0,70.0,L,Ready,Ready,7000000.0,5833.333333333333
3.0,Super built-up  Area,Shaniwar Peth,Shaniwar Peth,1285.0,44.98,L,Ready,Ready,4498000.0,3500.3891050583657
3.0,Super built-up  Area,Shivaji Nagar,Shivaji Nagar,2100.0,252.0,L,Ready,Ready,25200000.0,12000.0
3.0,Super built-up  Area,Shukrawar Peth,Shukrawar Peth,1679.0,92.13,L,Ready,Ready,9213000.0,5487.194758784991
4.0,Built-up  Area,Sinhagad Road,Sinhagad Road,2675.0,290.0,L,Ready,Ready,29000000.0,10841.121495327103
2.0,Built-up  Area,Somwar Peth,Somwar Peth,1016.0,45.9,L,Ready,Ready,4590000.0,4517.716535433071
4.0,Built-up  Area,Swargate,Swargate,1500.0,650.0,L,Ready,Ready,65000000.0,43333.333333333336
3.0,Plot  Area,Tilak Road,Tilak Road,660.0,100.0,L,Ready,Ready,10000000.0,15151.515151515152
3.0,Super built-up  Area,Uruli Devachi,Uruli Devachi,2448.0,400.0,L,Ready,Ready,40000000.0,16339.869281045752
2.0,Super built-up  Area,Vadgaon Budruk,Vadgaon Budruk,924.0,35.11,L,Ready,Ready,3511000.0,3799.78354978355
1.0,Super built-up  Area,Wadgaon Sheri,Wadgaon Sheri,500.0,31.0,L,Under Construction,Under Construction,3100000.0,6200.0
3.0,Super built-up  Area,Viman Nagar,Viman Nagar,1800.0,88.0,L,Ready,Ready,8800000.0,4888.888888888889
2.0,Super built-up  Area,Vishrant Wadi,Vishrant Wadi,1255.0,77.0,L,Ready,Ready,7700000.0,6135.4581673306775
2.0,Super built-up  Area,Wagholi,Wagholi,1040.0,50.0,L,Under Construction,Under Construction,5000000.0,4807.692307692308
2.0,Super built-up  Area,Wakadewadi,Wakadewadi,1062.0,47.0,L,Ready,Ready,4700000.0,4425.612052730697
2.0,Super built-up  Area,Wanowrie,Wanowrie,805.5,19.33,L,Under Construction,Under Construction,1932999.9999999998,2399.7517070142767
2.0,Super built-up  Area,Warje,Warje,950.0,60.0,L,Ready,Ready,6000000.0,6315.789473684211
2.0,Super built-up  Area,Yerawada,Yerawada,1216.0,73.0,L,Under Construction,Under Construction,7300000.0,6003.289473684211
2.0,Super built-up  Area,Alandi Road,Alandi Road,1300.0,98.0,L,Ready,Ready,9800000.0,7538.461538461538
2.0,Super built-up  Area,Ambegaon Budruk,Ambegaon Budruk,1390.0,65.0,L,Ready,Ready,6500000.0,4676.258992805755
2.0,Super built-up  Area,Anandnagar,Anandnagar,1033.0,52.58,L,Under Construction,Under Construction,5258000.0,5090.0290416263315
2.0,Super built-up  Area,Aundh,Aundh,1390.0,65.31,L,Under Construction,Under Construction,6531000.0,4698.561151079137
2.0,Super built-up  Area,Aundh Road,Aundh Road,1020.0,52.0,L,Ready,Ready,5200000.0,5098.0392156862745
1.0,Super built-up  Area,Balaji Nagar,Balaji Nagar,709.0,34.735,L,Under Construction,Under Construction,3473500.0,4899.153737658674
2.0,Super built-up  Area,Baner,Baner,1140.0,45.0,L,Under Construction,Under Construction,4500000.0,3947.3684210526317
1.0,Super built-up  Area,Baner road,Baner road,670.0,36.85,L,Ready,Ready,3685000.0,5500.0
4.0,Super built-up  Area,Bhandarkar Road,Bhandarkar Road,2171.0,111.0,L,Under Construction,Under Construction,11100000.0,5112.851220635652
2.0,Super built-up  Area,Bhavani Peth,Bhavani Peth,1136.0,48.0,L,Ready,Ready,4800000.0,4225.352112676056
3.0,Built-up  Area,Bibvewadi,Bibvewadi,1477.0,80.0,L,Ready,Ready,8000000.0,5416.384563303995
2.0,Super built-up  Area,Bopodi,Bopodi,1001.0,30.0,L,Ready,Ready,3000000.0,2997.002997002997
2.0,Super built-up  Area,Budhwar Peth,Budhwar Peth,1040.0,48.86,L,Under Construction,Under Construction,4886000.0,4698.076923076923
2.0,Super built-up  Area,Bund Garden Road,Bund Garden Road,1060.0,48.5,L,Ready,Ready,4850000.0,4575.471698113208
2.0,Super built-up  Area,Camp,Camp,1240.0,44.3,L,Ready,Ready,4430000.0,3572.5806451612902
4.0,Super built-up  Area,Chandan Nagar,Chandan Nagar,3500.0,450.0,L,Ready,Ready,45000000.0,12857.142857142857
2.0,Super built-up  Area,Deccan Gymkhana,Deccan Gymkhana,1070.0,46.0,L,Under Construction,Under Construction,4600000.0,4299.065420560748
2.0,Built-up  Area,Dehu Road,Dehu Road,1253.0,65.8,L,Ready,Ready,6580000.0,5251.3966480446925
2.0,Super built-up  Area,Dhankawadi,Dhankawadi,1190.0,60.0,L,Ready,Ready,6000000.0,5042.016806722689
2.0,Super built-up  Area,Dhayari Phata,Dhayari Phata,1312.0,55.0,L,Ready,Ready,5500000.0,4192.073170731707
2.0,Built-up  Area,Dhole Patil Road,Dhole Patil Road,750.0,40.0,L,Ready,Ready,4000000.0,5333.333333333333
3.0,Built-up  Area,Erandwane,Erandwane,1615.0,115.0,L,Ready,Ready,11500000.0,7120.743034055728
2.0,Built-up  Area,Fatima Nagar,Fatima Nagar,1095.0,60.0,L,Ready,Ready,6000000.0,5479.45205479452
3.0,Super built-up  Area,Fergusson College Road,Fergusson College Road,1745.0,100.0,L,Ready,Ready,10000000.0,5730.659025787965
2.0,Super built-up  Area,Ganesh Peth,Ganesh Peth,1050.0,52.5,L,Ready,Ready,5250000.0,5000.0
4.0,Plot  Area,Ganeshkhind,Ganeshkhind,2080.0,440.0,L,Ready,Ready,44000000.0,21153.846153846152
2.0,Super built-up  Area,Ghorpade Peth,Ghorpade Peth,1220.0,44.6,L,Ready,Ready,4460000.0,3655.7377049180327
3.0,Super built-up  Area,Ghorpadi,Ghorpadi,1793.0,98.0,L,Ready,Ready,9800000.0,5465.699944227552
2.0,Super built-up  Area,Gokhale Nagar,Gokhale Nagar,1100.0,45.0,L,Ready,Ready,4500000.0,4090.909090909091
2.0,Super built-up  Area,Gultekdi,Gultekdi,1385.0,65.0,L,Ready,Ready,6500000.0,4693.140794223827
2.0,Super built-up  Area,Guruwar peth,Guruwar peth,1200.0,45.0,L,Ready,Ready,4500000.0,3750.0
3.0,Super built-up  Area,Hadapsar,Hadapsar,2017.0,125.0,L,Ready,Ready,12500000.0,6197.322756569162
1.0,Super built-up  Area,Hadapsar Industrial Estate,Hadapsar Industrial Estate,400.0,10.0,L,Ready,Ready,1000000.0,2500.0
3.0,Super built-up  Area,Hingne Khurd,Hingne Khurd,1400.0,44.81,L,Under Construction,Under Construction,4481000.0,3200.714285714286
2.0,Super built-up  Area,Jangali Maharaj Road,Jangali Maharaj Road,960.0,33.0,L,Ready,Ready,3300000.0,3437.5
2.0,Super built-up  Area,Kalyani Nagar,Kalyani Nagar,1125.0,47.0,L,Ready,Ready,4700000.0,4177.777777777777
3.0,Super built-up  Area,Karve Nagar,Karve Nagar,1551.0,60.0,L,Ready,Ready,6000000.0,3868.4719535783365
4.0,Plot  Area,Karve Road,Karve Road,600.0,122.0,L,Ready,Ready,12200000.0,20333.333333333332
2.0,Super built-up  Area,Kasba Peth,Kasba Peth,1246.0,67.4,L,Ready,Ready,6740000.000000001,5409.309791332264
4.0,Built-up  Area,Katraj,Katraj,3200.0,224.0,L,Under Construction,Under Construction,22400000.0,7000.0
2.0,Super built-up  Area,Khadaki,Khadaki,1060.0,48.0,L,Ready,Ready,4800000.0,4528.301886792453
2.0,Super built-up  Area,Khadki,Khadki,1384.0,59.0,L,Ready,Ready,5900000.0,4263.005780346821
2.0,Super built-up  Area,Kharadi,Kharadi,620.0,23.0,L,Ready,Ready,2300000.0,3709.6774193548385
2.0,Super built-up  Area,Kondhwa,Kondhwa,1005.0,39.77,L,Under Construction,Under Construction,3977000.0000000005,3957.213930348259
3.0,Plot  Area,Kondhwa Budruk,Kondhwa Budruk,1200.0,128.0,L,Ready,Ready,12800000.0,10666.666666666666
3.0,Built-up  Area,Kondhwa Khurd,Kondhwa Khurd,1400.0,35.0,L,Ready,Ready,3500000.0,2500.0
3.0,Super built-up  Area,Koregaon Park,Koregaon Park,2400.0,88.0,L,Ready,Ready,8800000.0,3666.6666666666665
2.0,Super built-up  Area,Kothrud,Kothrud,1096.0,39.0,L,Ready,Ready,3900000.0,3558.394160583942
2.0,Super built-up  Area,Law College Road,Law College Road,1180.0,50.0,L,Ready,Ready,5000000.0,4237.28813559322
3.0,Super built-up  Area,Laxmi Road,Laxmi Road,1300.0,47.0,L,Ready,Ready,4700000.0,3615.3846153846152
2.0,Plot  Area,Lulla Nagar,Lulla Nagar,1020.0,62.0,L,Under Construction,Under Construction,6200000.0,6078.431372549019
2.0,Plot  Area,Mahatma Gandhi Road,Mahatma Gandhi Road,600.0,35.0,L,Ready,Ready,3500000.0,5833.333333333333
4.0,Super built-up  Area,Mangalwar peth,Mangalwar peth,3563.0,310.0,L,Ready,Ready,31000000.0,8700.533258490037
2.0,Super built-up  Area,Manik Bagh,Manik Bagh,1165.0,47.0,L,Ready,Ready,4700000.0,4034.3347639484978
3.0,Super built-up  Area,Market yard,Market yard,1685.0,100.0,L,Under Construction,Under Construction,10000000.0,5934.718100890208
3.0,Super built-up  Area,Model colony,Model colony,1580.0,53.56,L,Ready,Ready,5356000.0,3389.8734177215188
2.0,Super built-up  Area,Mukund Nagar,Mukund Nagar,1210.0,83.0,L,Ready,Ready,8300000.0,6859.504132231405
2.0,Super built-up  Area,Mundhawa,Mundhawa,1030.0,25.75,L,Ready,Ready,2575000.0,2500.0
2.0,Built-up  Area,Nagar Road,Nagar Road,1100.0,43.5,L,Ready,Ready,4350000.0,3954.5454545454545
3.0,Super built-up  Area,Nana Peth,Nana Peth,1255.0,77.68,L,Under Construction,Under Construction,7768000.000000001,6189.641434262949
3.0,Super built-up  Area,Narayan Peth,Narayan Peth,1482.0,86.0,L,Under Construction,Under Construction,8600000.0,5802.968960863698
2.0,Super built-up  Area,Narayangaon,Narayangaon,1344.0,108.0,L,Ready,Ready,10800000.0,8035.714285714285
3.0,Super built-up  Area,Navi Peth,Navi Peth,1275.0,39.8,L,Under Construction,Under Construction,3979999.9999999995,3121.56862745098
3.0,Plot  Area,Padmavati,Padmavati,462.0,38.0,L,Ready,Ready,3800000.0,8225.108225108224
4.0,Super built-up  Area,Parvati Darshan,Parvati Darshan,3300.0,318.0,L,Ready,Ready,31800000.0,9636.363636363636
2.0,Super built-up  Area,Pashan,Pashan,1210.0,85.0,L,Ready,Ready,8500000.0,7024.793388429752
3.0,Super built-up  Area,Paud Road,Paud Road,1320.0,226.0,L,Under Construction,Under Construction,22600000.0,17121.21212121212
3.0,Super built-up  Area,Pirangut,Pirangut,1532.0,98.13,L,Under Construction,Under Construction,9813000.0,6405.352480417754
2.0,Super built-up  Area,Prabhat Road,Prabhat Road,1245.0,110.0,L,Ready,Ready,11000000.0,8835.341365461847
2.0,Super built-up  Area,Pune Railway Station,Pune Railway Station,1212.0,50.0,L,Ready,Ready,5000000.0,4125.412541254125
2.0,Super built-up  Area,Rasta Peth,Rasta Peth,1230.0,65.0,L,Under Construction,Under Construction,6500000.0,5284.552845528456
