bhk,type,locality,region,area,price,price_unit,status,age,price_in_inr,price_per_sqft
3.0,Super built-up  Area,Sarjapur  Road,Sarjapur  Road,1157.0,53.99,L,Under Construction,New,5399000.0,4666.3785652549695
2.0,Built-up  Area,Canara Bank Colony,Canara Bank Colony,900.0,35.0,L,Ready,Unknown,3500000.0,3888.8888888888887
4.0,Plot  Area,Gottigere,Gottigere,2500.0,120.0,L,Ready,Unknown,12000000.0,4800.0
2.0,Built-up  Area,GM Palaya,GM Palaya,1030.0,60.0,L,Ready,Unknown,6000000.0,5825.242718446602
2.0,Super built-up  Area,Kamdhenu Nagar,Kamdhenu Nagar,1000.0,46.0,L,Under Construction,New,4600000.0,4600.0
4.0,Built-up  Area,Sarjapur  Road,Sarjapur  Road,3800.0,325.0,L,Ready,Unknown,32500000.0,8552.631578947368
4.0,Plot  Area,Kasavanhalli,Kasavanhalli,4260.0,333.0,L,Under Construction,New,33300000.0,7816.901408450704
5.0,Plot  Area,Brookefield,Brookefield,1950.0,175.0,L,Ready,Unknown,17500000.0,8974.358974358975
3.0,Super built-up  Area,Kudlu,Kudlu,1570.0,65.94,L,Ready,Unknown,6594000.0,4200.0
2.0,Super built-up  Area,Kanakapura,Kanakapura,1283.0,68.0,L,Under Construction,New,6800000.0,5300.077942322681
3.0,Built-up  Area,Electronic City Phase II,Electronic City Phase II,875.0,40.0,L,Ready,Unknown,4000000.0,4571.428571428572
2.0,Super built-up  Area,Vinayaka Nagar,Vinayaka Nagar,1200.0,52.0,L,Ready,Unknown,5200000.0,4333.333333333333
3.0,Plot  Area,HAL 2nd Stage,HAL 2nd Stage,2700.0,500.0,L,Ready,Unknown,50000000.0,18518.51851851852
3.0,Plot  Area,Konanakunte,Konanakunte,2400.0,180.0,L,Ready,Unknown,18000000.0,7500.0
3.0,Super built-up  Area,Kathriguppe,Kathriguppe,1250.0,68.75,L,Ready,Unknown,6875000.0,5500.0
4.0,Super built-up  Area,Old Madras Road,Old Madras Road,3630.0,196.0,L,Under Construction,New,19600000.0,5399.449035812672
2.0,Super built-up  Area,Yelahanka,Yelahanka,990.0,37.62,L,Ready,Unknown,3761999.9999999995,3799.9999999999995
2.0,Super built-up  Area,Panathur,Panathur,1199.0,85.0,L,Ready,Unknown,8500000.0,7089.241034195163
2.0,Super built-up  Area,Brindavan Nagar,Brindavan Nagar,1280.0,90.0,L,Ready,Unknown,9000000.0,7031.25
4.0,Super built-up  Area,1st Block Jayanagar,1st Block Jayanagar,2750.0,413.0,L,Under Construction,New,41300000.0,15018.181818181818
2.0,Built-up  Area,Reliaable Tranquil Layout,Reliaable Tranquil Layout,1190.0,55.0,L,Ready,Unknown,5500000.0,4621.848739495798
2.0,Super built-up  Area,Yelachenahalli,Yelachenahalli,1100.0,60.0,L,Ready,Unknown,6000000.0,5454.545454545455
3.0,Super built-up  Area,RMV,RMV,2075.0,175.0,L,Ready,Unknown,17500000.0,8433.734939759037
2.0,Built-up  Area,Harlur,Harlur,1133.0,55.0,L,Ready,Unknown,5500000.0,4854.368932038835
4.0,Built-up  Area,Somasundara Palya,Somasundara Palya,2400.0,140.0,L,Ready,Unknown,14000000.0,5833.333333333333
2.0,Super built-up  Area,Whitefield,Whitefield,1280.0,69.0,L,Ready,Unknown,6900000.0,5390.625
3.0,Super built-up  Area,Horamavu Agara,Horamavu Agara,1250.0,65.0,L,Ready,Unknown,6500000.0,5200.0
3.0,Super built-up  Area,Begur Road,Begur Road,1565.0,49.3,L,Ready,Unknown,4930000.0,3150.1597444089457
3.0,Super built-up  Area,Pattanagere,Pattanagere,1900.0,65.0,L,Ready,Unknown,6500000.0,3421.0526315789475
2.0,Built-up  Area,Munnekollal,Munnekollal,1080.0,45.0,L,Ready,Unknown,4500000.0,4166.666666666667
1.0,Super built-up  Area,Battarahalli,Battarahalli,600.0,47.0,L,Ready,Unknown,4700000.0,7833.333333333333
3.0,Plot  Area,Himagiri Meadows,Himagiri Meadows,1240.0,180.0,L,Ready,Unknown,18000000.0,14516.129032258064
3.0,Built-up  Area,HRBR Layout,HRBR Layout,1335.0,87.0,L,Ready,Unknown,8700000.0,6516.853932584269
2.0,Super built-up  Area,Vittasandra,Vittasandra,1246.0,67.3,L,Ready,Unknown,6730000.0,5401.284109149277
3.0,Super built-up  Area,JP Nagar,JP Nagar,3496.5,237.5,L,Under Construction,New,23750000.0,6792.506792506792
3.0,Super built-up  Area,Sarjapur  Road,Sarjapur  Road,1385.0,55.0,L,Ready,Unknown,5500000.0,3971.1191335740073
3.0,Super built-up  Area,Govindpura,Govindpura,1578.0,73.9,L,Under Construction,New,7390000.000000001,4683.143219264893
2.0,Super built-up  Area,HSR Layout,HSR Layout,1140.0,46.0,L,Ready,Unknown,4600000.0,4035.0877192982457
3.0,Super built-up  Area,Sarjapur  Road,Sarjapur  Road,1700.0,79.9,L,Under Construction,New,7990000.000000001,4700.000000000001
4.0,Plot  Area,Ganganahalli,Ganganahalli,1050.0,90.0,L,Ready,Unknown,9000000.0,8571.42857142857
2.0,Built-up  Area,Vidyaranyapura,Vidyaranyapura,1120.0,70.0,L,Ready,Unknown,7000000.0,6250.0
1.0,Super built-up  Area,Electronic City,Electronic City,435.0,22.0,L,Ready,Unknown,2200000.0,5057.471264367816
2.0,Super built-up  Area,Magadi Road,Magadi Road,1116.0,51.89,L,Ready,Unknown,5189000.0,4649.641577060932
3.0,Super built-up  Area,Old Madras Road,Old Madras Road,1480.0,95.0,L,Ready,Unknown,9500000.0,6418.918918918919
2.0,Built-up  Area,Hormavu,Hormavu,1000.0,50.0,L,Ready,Unknown,5000000.0,5000.0
2.0,Super built-up  Area,HSR Layout,HSR Layout,1145.0,46.0,L,Ready,Unknown,4600000.0,4017.467248908297
2.0,Super built-up  Area,Bommasandra,Bommasandra,800.0,32.0,L,Ready,Unknown,3200000.0,4000.0
2.0,Super built-up  Area,Thanisandra,Thanisandra,1265.0,83.0,L,Under Construction,New,8300000.0,6561.264822134387
3.0,Super built-up  Area,Devanahalli,Devanahalli,1700.0,88.2,L,Under Construction,New,8820000.0,5188.235294117647
2.0,Super built-up  Area,Narayanappa Garden,Narayanappa Garden,1475.0,70.0,L,Ready,Unknown,7000000.0,4745.762711864407
2.0,Super built-up  Area,BTM 2nd Stage,BTM 2nd Stage,1265.0,55.0,L,Ready,Unknown,5500000.0,4347.826086956522
2.0,Built-up  Area,Anandapura,Anandapura,1200.0,58.0,L,Ready,Unknown,5800000.0,4833.333333333333
3.0,Super built-up  Area,1st Phase JP Nagar,1st Phase JP Nagar,2180.0,210.0,L,Ready,Unknown,21000000.0,9633.02752293578
2.0,Super built-up  Area,Brookefield,Brookefield,1080.0,50.0,L,Ready,Unknown,5000000.0,4629.62962962963
3.0,Super built-up  Area,Whitefield,Whitefield,2023.0,130.0,L,Ready,Unknown,13000000.0,6426.099851705388
2.0,Super built-up  Area,Hanumantha Nagar,Hanumantha Nagar,2400.0,125.0,L,Ready,Unknown,12500000.0,5208.333333333333
3.0,Super built-up  Area,Kadubeesanahalli,Kadubeesanahalli,1545.0,66.0,L,Ready,Unknown,6600000.0,4271.844660194175
3.0,Super built-up  Area,Kalena Agrahara,Kalena Agrahara,1804.0,166.0,L,Ready,Unknown,16600000.0,9201.773835920178
2.0,Plot  Area,3rd Block Hrbr Layout,3rd Block Hrbr Layout,1200.0,200.0,L,Ready,Unknown,20000000.0,16666.666666666668
3.0,Super built-up  Area,6th Phase JP Nagar,6th Phase JP Nagar,1350.0,58.0,L,Ready,Unknown,5800000.0,4296.2962962962965
2.0,Super built-up  Area,Hoodi,Hoodi,1108.0,74.23,L,Under Construction,New,7423000.0,6699.458483754513
3.0,Super built-up  Area,Marathahalli,Marathahalli,1730.0,115.0,L,Ready,Unknown,11500000.0,6647.398843930636
3.0,Super built-up  Area,RWF West Colony,RWF West Colony,1427.0,70.0,L,Ready,Unknown,7000000.0,4905.395935529082
2.0,Super built-up  Area,Yelahanka,Yelahanka,935.0,35.53,L,Ready,Unknown,3553000.0,3800.0
2.0,Super built-up  Area,Sarjapura - Attibele Road,Sarjapura - Attibele Road,1073.0,31.77,L,Ready,Unknown,3177000.0,2960.857409133271
2.0,Built-up  Area,Ananth Nagar,Ananth Nagar,960.0,37.0,L,Ready,Unknown,3700000.0,3854.1666666666665
3.0,Super built-up  Area,Thigalarapalya,Thigalarapalya,2215.0,150.0,L,Ready,Unknown,15000000.0,6772.009029345372
2.0,Built-up  Area,Electronic City Phase II,Electronic City Phase II,1125.0,32.49,L,Under Construction,New,3249000.0,2888.0
2.0,Built-up  Area,Brookefield,Brookefield,1230.0,55.0,L,Ready,Unknown,5500000.0,4471.544715447155
2.0,Super built-up  Area,Mahadevpura,Mahadevpura,1438.0,89.0,L,Ready,Unknown,8900000.0,6189.151599443671
2.0,Super built-up  Area,7th Phase JP Nagar,7th Phase JP Nagar,1080.0,75.0,L,Ready,Unknown,7500000.0,6944.444444444444
3.0,Plot  Area,Hebbal Kempapura,Hebbal Kempapura,1200.0,125.0,L,Ready,Unknown,12500000.0,10416.666666666666
2.0,Plot  Area,Marathahalli,Marathahalli,1200.0,103.0,L,Ready,Unknown,10300000.0,8583.333333333334
3.0,Super built-up  Area,Uttarahalli,Uttarahalli,1590.0,58.0,L,Ready,Unknown,5800000.0,3647.7987421383646
3.0,Super built-up  Area,Seetharampalya,Seetharampalya,1350.0,68.0,L,Ready,Unknown,6800000.0,5037.037037037037
3.0,Super built-up  Area,Raja Rajeshwari Nagar,Raja Rajeshwari Nagar,1400.0,48.0,L,Ready,Unknown,4800000.0,3428.5714285714284
3.0,Super built-up  Area,Kaggadasapura,Kaggadasapura,1560.0,72.0,L,Ready,Unknown,7200000.0,4615.384615384615
4.0,Built-up  Area,Mallasandra,Mallasandra,1810.0,57.0,L,Ready,Unknown,5700000.0,3149.171270718232
3.0,Super built-up  Area,Kanaka Nagar,Kanaka Nagar,2274.24,160.0,L,Ready,Unknown,16000000.0,7035.317292809907
3.0,Super built-up  Area,Sonnenahalli,Sonnenahalli,1484.0,74.18,L,Under Construction,New,7418000.000000001,4998.652291105122
3.0,Built-up  Area,Indira Nagar,Indira Nagar,1650.0,220.0,L,Ready,Unknown,22000000.0,13333.333333333334
3.0,Super built-up  Area,Stage-4 Bommanahalli,Stage-4 Bommanahalli,1455.0,55.0,L,Ready,Unknown,5500000.0,3780.0687285223366
3.0,Super built-up  Area,Thanisandra,Thanisandra,2280.0,184.0,L,Ready,Unknown,18400000.0,8070.175438596491
5.0,Super built-up  Area,Rest House Road,Rest House Road,4900.0,980.0,L,Ready,Unknown,98000000.0,20000.0
3.0,Built-up  Area,Frazer Town,Frazer Town,2079.0,220.0,L,Under Construction,New,22000000.0,10582.010582010582
2.0,Super built-up  Area,Bharathi Nagar,Bharathi Nagar,1351.0,74.0,L,Ready,Unknown,7400000.0,5477.424130273871
3.0,Super built-up  Area,Kanakpura Road,Kanakpura Road,1223.0,42.81,L,Ready,Unknown,4281000.0,3500.408830744072
3.0,Super built-up  Area,KR Puram,KR Puram,1430.0,61.0,L,Under Construction,New,6100000.0,4265.734265734266
4.0,Built-up  Area,Whitefield,Whitefield,3589.0,400.0,L,Ready,Unknown,40000000.0,11145.165784341041
3.0,Super built-up  Area,Electronic City Phase II,Electronic City Phase II,1310.0,37.83,L,Under Construction,New,3783000.0,2887.7862595419847
4.0,Plot  Area,Channasandra,Channasandra,1800.0,300.0,L,Ready,Unknown,30000000.0,16666.666666666668
4.0,Plot  Area,Giri Nagar,Giri Nagar,1120.0,175.0,L,Under Construction,New,17500000.0,15625.0
2.0,Super built-up  Area,Sarjapur  Road,Sarjapur  Road,984.0,55.0,L,Under Construction,New,5500000.0,5589.430894308943
3.0,Built-up  Area,Jalahalli,Jalahalli,1770.0,100.0,L,Ready,Unknown,10000000.0,5649.717514124294
2.0,Plot  Area,Immadihalli,Immadihalli,900.0,105.0,L,Ready,Unknown,10500000.0,11666.666666666666
5.0,Plot  Area,Ramamurthy Nagar,Ramamurthy Nagar,1350.0,120.0,L,Ready,Unknown,12000000.0,8888.888888888889
2.0,Super built-up  Area,Bhoganhalli,Bhoganhalli,1447.0,75.97,L,Under Construction,New,7597000.0,5250.172771250864
2.0,Built-up  Area,Margondanahalli,Margondanahalli,1140.0,60.0,L,Ready,Unknown,6000000.0,5263.1578947368425
2.0,Super built-up  Area,Bommanahalli,Bommanahalli,1170.0,34.0,L,Under Construction,New,3400000.0,2905.982905982906
2.0,Super built-up  Area,Poorna Pragna Layout,Poorna Pragna Layout,1160.0,46.39,L,Ready,Unknown,4639000.0,3999.137931034483
2.0,Super built-up  Area,Kanakpura Road,Kanakpura Road,1296.0,89.0,L,Under Construction,New,8900000.0,6867.283950617284
3.0,Built-up  Area,Kempapura,Kempapura,1570.0,80.0,L,Ready,Unknown,8000000.0,5095.541401273886
3.0,Super built-up  Area,Nagappa Reddy Layout,Nagappa Reddy Layout,1495.0,65.0,L,Ready,Unknown,6500000.0,4347.826086956522
3.0,Super built-up  Area,Hoodi,Hoodi,1530.0,67.0,L,Ready,Unknown,6700000.0,4379.084967320261
5.0,Plot  Area,Rajaji Nagar,Rajaji Nagar,900.0,140.0,L,Ready,Unknown,14000000.0,15555.555555555555
3.0,Super built-up  Area,Gunjur,Gunjur,1800.0,70.0,L,Ready,Unknown,7000000.0,3888.8888888888887
2.0,Super built-up  Area,Bellandur,Bellandur,1088.0,48.0,L,Ready,Unknown,4800000.0,4411.764705882353
3.0,Super built-up  Area,Hosa Road,Hosa Road,1533.0,98.18,L,Under Construction,New,9818000.0,6404.4357469015
2.0,Super built-up  Area,Rachenahalli,Rachenahalli,1100.0,68.0,L,Ready,Unknown,6800000.0,6181.818181818182
3.0,Built-up  Area,Thubarahalli,Thubarahalli,1540.0,90.0,L,Ready,Unknown,9000000.0,5844.1558441558445
2.0,Super built-up  Area,Hebbal,Hebbal,1244.0,48.0,L,Ready,Unknown,4800000.0,3858.520900321543
2.0,Super built-up  Area,Hosa Road,Hosa Road,1040.0,68.59,L,Under Construction,New,6859000.0,6595.192307692308
6.0,Built-up  Area,Ex-Servicemen Colony Dinnur Main Road R.T.Nagar,Ex-Servicemen Colony Dinnur Main Road R.T.Nagar,1034.0,101.0,L,Ready,Unknown,10100000.0,9767.891682785299
2.0,Super built-up  Area,Begur Road,Begur Road,1260.0,39.69,L,Ready,Unknown,3969000.0,3150.0
2.0,Super built-up  Area,Uttarahalli,Uttarahalli,1180.0,41.3,L,Ready,Unknown,4129999.9999999995,3499.9999999999995
2.0,Super built-up  Area,Thigalarapalya,Thigalarapalya,1245.0,100.0,L,Ready,Unknown,10000000.0,8032.128514056225
3.0,Super built-up  Area,Dollars Colony,Dollars Colony,1350.0,75.0,L,Ready,Unknown,7500000.0,5555.555555555556
3.0,Super built-up  Area,KUDLU MAIN ROAD,KUDLU MAIN ROAD,1464.0,56.0,L,Ready,Unknown,5600000.0,3825.136612021858
1.0,Super built-up  Area,Alur,Alur,470.0,10.0,L,Ready,Unknown,1000000.0,2127.659574468085
2.0,Super built-up  Area,Vijayanagar,Vijayanagar,920.0,60.0,L,Ready,Unknown,6000000.0,6521.739130434783
6.0,Built-up  Area,Vijay Nagar,Vijay Nagar,2300.0,160.0,L,Ready,Unknown,16000000.0,6956.521739130435
2.0,Super built-up  Area,Sarjapur,Sarjapur,1124.0,30.35,L,Ready,Unknown,3035000.0,2700.1779359430607
4.0,Super built-up  Area,Yelahanka New Town,Yelahanka New Town,2095.0,109.0,L,Under Construction,New,10900000.0,5202.863961813842
2.0,Super built-up  Area,Begur Road,Begur Road,1100.0,71.42,L,Under Construction,New,7142000.0,6492.727272727273
2.0,Super built-up  Area,Vijayanagar,Vijayanagar,1019.0,58.0,L,Ready,Unknown,5800000.0,5691.854759568204
3.0,Super built-up  Area,Harlur,Harlur,1756.0,128.0,L,Ready,Unknown,12800000.0,7289.293849658315
3.0,Super built-up  Area,Bommasandra,Bommasandra,1280.0,50.0,L,Under Construction,New,5000000.0,3906.25
4.0,Plot  Area,Kenchenahalli,Kenchenahalli,1200.0,125.0,L,Ready,Unknown,12500000.0,10416.666666666666
3.0,Super built-up  Area,Indira Nagar,Indira Nagar,1700.0,150.0,L,Ready,Unknown,15000000.0,8823.529411764706
3.0,Super built-up  Area,Whitefield,Whitefield,2134.0,118.0,L,Under Construction,New,11800000.0,5529.522024367385
2.0,Super built-up  Area,Hosa Road,Hosa Road,1369.1,98.0,L,Under Construction,New,9800000.0,7157.986998758309
3.0,Plot  Area,Subramanyapura,Subramanyapura,600.0,69.0,L,Ready,Unknown,6900000.0,11500.0
3.0,Plot  Area,Hennur Bande,Hennur Bande,1313.0,150.0,L,Ready,Unknown,15000000.0,11424.219345011425
3.0,Super built-up  Area,Carmelaram,Carmelaram,2515.0,155.0,L,Ready,Unknown,15500000.0,6163.021868787277
3.0,Super built-up  Area,Thigalarapalya,Thigalarapalya,2215.0,154.0,L,Ready,Unknown,15400000.0,6952.5959367945825
3.0,Super built-up  Area,Basapura,Basapura,1440.0,72.0,L,Ready,Unknown,7200000.0,5000.0
3.0,Super built-up  Area,Hennur Road,Hennur Road,1186.0,55.33,L,Ready,Unknown,5533000.0,4665.2613827993255
3.0,Super built-up  Area,Uttarahalli,Uttarahalli,1350.0,47.24,L,Ready,Unknown,4724000.0,3499.259259259259
3.0,Super built-up  Area,Hebbal,Hebbal,1800.0,140.0,L,Ready,Unknown,14000000.0,7777.777777777777
3.0,Built-up  Area,Kudlu,Kudlu,1600.0,79.0,L,Ready,Unknown,7900000.0,4937.5
2.0,Built-up  Area,GM Palaya,GM Palaya,1000.0,35.0,L,Ready,Unknown,3500000.0,3500.0
3.0,Super built-up  Area,Cunningham Road,Cunningham Road,2275.0,285.0,L,Ready,Unknown,28500000.0,12527.472527472528
3.0,Super built-up  Area,Banashankari Stage III,Banashankari Stage III,1305.0,59.0,L,Ready,Unknown,5900000.0,4521.072796934866
3.0,Super built-up  Area,Binny Pete,Binny Pete,1740.0,150.0,L,Under Construction,New,15000000.0,8620.689655172413
2.0,Built-up  Area,Malleshwaram,Malleshwaram,900.0,90.0,L,Ready,Unknown,9000000.0,10000.0
2.0,Built-up  Area,Benson Town,Benson Town,1567.0,140.0,L,Ready,Unknown,14000000.0,8934.269304403319
3.0,Super built-up  Area,Kambipura,Kambipura,1082.0,45.5,L,Ready,Unknown,4550000.0,4205.1756007393715
2.0,Built-up  Area,Nagarbhavi,Nagarbhavi,1050.0,80.0,L,Ready,Unknown,8000000.0,7619.047619047619
2.0,Super built-up  Area,Atmananda Colony,Atmananda Colony,1200.0,56.0,L,Ready,Unknown,5600000.0,4666.666666666667
3.0,Built-up  Area,Begur,Begur,3500.0,185.0,L,Ready,Unknown,18500000.0,5285.714285714285
2.0,Super built-up  Area,Dasarahalli,Dasarahalli,1220.0,52.0,L,Ready,Unknown,5200000.0,4262.295081967213
3.0,Super built-up  Area,Binny Pete,Binny Pete,1970.0,164.0,L,Under Construction,New,16400000.0,8324.873096446701
3.0,Super built-up  Area,CMH Road,CMH Road,2665.0,350.0,L,Under Construction,New,35000000.0,13133.208255159474
4.0,Built-up  Area,Kanakapura,Kanakapura,2130.0,120.0,L,Ready,Unknown,12000000.0,5633.802816901409
3.0,Super built-up  Area,Harlur,Harlur,1749.0,120.0,L,Ready,Unknown,12000000.0,6861.06346483705
2.0,Super built-up  Area,Subramanyapura,Subramanyapura,1260.0,108.0,L,Under Construction,New,10800000.0,8571.42857142857
2.0,Super built-up  Area,6th Phase JP Nagar,6th Phase JP Nagar,1170.0,120.0,L,Ready,Unknown,12000000.0,10256.410256410256
3.0,Super built-up  Area,Ankappa Layout,Ankappa Layout,1670.0,75.0,L,Ready,Unknown,7500000.0,4491.017964071856
3.0,Super built-up  Area,Hennur Road,Hennur Road,2264.0,168.0,L,Ready,Unknown,16800000.0,7420.494699646643
4.0,Super built-up  Area,Byadarahalli,Byadarahalli,3500.0,450.0,L,Under Construction,New,45000000.0,12857.142857142857
2.0,Super built-up  Area,Begur,Begur,1100.0,55.0,L,Ready,Unknown,5500000.0,5000.0
2.0,Super built-up  Area,Chandapura,Chandapura,674.0,19.9,L,Under Construction,New,1989999.9999999998,2952.522255192878
2.0,Super built-up  Area,Koramangala,Koramangala,1320.0,160.0,L,Ready,Unknown,16000000.0,12121.212121212122
4.0,Plot  Area,Vishveshwarya Layout,Vishveshwarya Layout,600.0,85.0,L,Ready,Unknown,8500000.0,14166.666666666666
2.0,Super built-up  Area,Electronics City Phase 1,Electronics City Phase 1,1125.0,65.0,L,Ready,Unknown,6500000.0,5777.777777777777
2.0,Super built-up  Area,Nagavara,Nagavara,1125.0,44.5,L,Ready,Unknown,4450000.0,3955.5555555555557
2.0,Super built-up  Area,Baba Nagar,Baba Nagar,700.0,29.0,L,Ready,Unknown,2900000.0,4142.857142857143
3.0,Built-up  Area,BTM Layout,BTM Layout,1300.0,75.0,L,Ready,Unknown,7500000.0,5769.2307692307695
3.0,Super built-up  Area,JP Nagar,JP Nagar,1600.0,83.0,L,Ready,Unknown,8300000.0,5187.5
3.0,Super built-up  Area,Magadi Road,Magadi Road,1052.0,60.0,L,Under Construction,New,6000000.0,5703.42205323194
4.0,Super built-up  Area,Neelasandra,Neelasandra,1140.0,145.0,L,Ready,Unknown,14500000.0,12719.298245614034
2.0,Super built-up  Area, Devarachikkanahalli, Devarachikkanahalli,1130.0,36.0,L,Ready,Unknown,3600000.0,3185.8407079646017
4.0,Plot  Area,Yediyur,Yediyur,1140.0,225.0,L,Ready,Unknown,22500000.0,19736.842105263157
3.0,Super built-up  Area,BTM 2nd Stage,BTM 2nd Stage,2200.0,220.0,L,Ready,Unknown,22000000.0,10000.0
3.0,Built-up  Area,Electronic City,Electronic City,1500.0,63.0,L,Ready,Unknown,6300000.0,4200.0
3.0,Super built-up  Area,Old Madras Road,Old Madras Road,1350.0,47.25,L,Under Construction,New,4725000.0,3500.0
3.0,Super built-up  Area,Gottigere,Gottigere,1230.0,52.0,L,Ready,Unknown,5200000.0,4227.642276422765
3.0,Super built-up  Area,Haralur Road,Haralur Road,1520.0,85.0,L,Under Construction,New,8500000.0,5592.105263157895
1.0,Super built-up  Area,Kanakpura Road,Kanakpura Road,525.0,26.25,L,Under Construction,New,2625000.0,5000.0
2.0,Super built-up  Area,Hosa Road,Hosa Road,1040.0,61.0,L,Under Construction,New,6100000.0,5865.384615384615
3.0,Built-up  Area,Upadhyaya Layout,Upadhyaya Layout,1300.0,67.0,L,Ready,Unknown,6700000.0,5153.846153846154
4.0,Super built-up  Area,Old Airport Road,Old Airport Road,2690.0,201.0,L,Under Construction,New,20100000.0,7472.118959107806
1.0,Super built-up  Area,Domlur,Domlur,780.0,70.0,L,Ready,Unknown,7000000.0,8974.358974358975
2.0,Super built-up  Area,Panathur,Panathur,1140.0,51.2,L,Ready,Unknown,5120000.0,4491.228070175439
3.0,Super built-up  Area,Chandapura,Chandapura,1225.0,33.08,L,Under Construction,New,3308000.0,2700.408163265306
1.0,Built-up  Area,Nagavarapalya,Nagavarapalya,646.0,25.84,L,Ready,Unknown,2584000.0,4000.0
3.0,Super built-up  Area,Cox Town,Cox Town,1600.0,150.0,L,Ready,Unknown,15000000.0,9375.0
3.0,Super built-up  Area,Kadugodi,Kadugodi,1890.0,125.0,L,Under Construction,New,12500000.0,6613.756613756614
2.0,Built-up  Area,Kadugodi,Kadugodi,1050.0,34.0,L,Ready,Unknown,3400000.0,3238.095238095238
6.0,Plot  Area,Ittamadu,Ittamadu,1200.0,100.0,L,Ready,Unknown,10000000.0,8333.333333333334
3.0,Super built-up  Area,Whitefield,Whitefield,1458.0,62.0,L,Ready,Unknown,6200000.0,4252.400548696845
5.0,Plot  Area,Naganathapura,Naganathapura,1200.0,86.0,L,Ready,Unknown,8600000.0,7166.666666666667
3.0,Super built-up  Area,Green Glen Layout,Green Glen Layout,1970.0,160.0,L,Ready,Unknown,16000000.0,8121.827411167513
3.0,Plot  Area,Whitefield,Whitefield,1808.0,80.0,L,Ready,Unknown,8000000.0,4424.778761061947
2.0,Built-up  Area,Balagere,Balagere,1007.0,67.0,L,Ready,Unknown,6700000.0,6653.4260178748755
2.0,Super built-up  Area,Doddathoguru,Doddathoguru,1105.0,50.0,L,Ready,Unknown,5000000.0,4524.886877828054
3.0,Super built-up  Area,Lakshminarayana Pura,Lakshminarayana Pura,1700.0,150.0,L,Ready,Unknown,15000000.0,8823.529411764706
2.0,Super built-up  Area,Raja Rajeshwari Nagar,Raja Rajeshwari Nagar,1170.0,50.0,L,Ready,Unknown,5000000.0,4273.504273504273
2.0,Built-up  Area,Chandapura,Chandapura,1080.0,45.0,L,Ready,Unknown,4500000.0,4166.666666666667
3.0,Super built-up  Area,Kaggalipura,Kaggalipura,1150.0,62.0,L,Ready,Unknown,6200000.0,5391.304347826087
2.0,Super built-up  Area,Ramamurthy Nagar,Ramamurthy Nagar,1200.0,57.9,L,Under Construction,New,5790000.0,4825.0
2.0,Super built-up  Area,Jakkuru Layout,Jakkuru Layout,1200.0,54.0,L,Ready,Unknown,5400000.0,4500.0
3.0,Super built-up  Area,Kudlu Gate,Kudlu Gate,1656.0,75.0,L,Ready,Unknown,7500000.0,4528.985507246377
4.0,Plot  Area,bsk 6th stage 2ad block near sri conversation hall,bsk 6th stage 2ad block near sri conversation hall,600.0,87.0,L,Under Construction,New,8700000.0,14500.0
2.0,Super built-up  Area,KR Puram,KR Puram,1040.0,50.0,L,Ready,Unknown,5000000.0,4807.692307692308
2.0,Super built-up  Area,Hosur Road,Hosur Road,1085.0,33.7,L,Ready,Unknown,3370000.0000000005,3105.9907834101386
3.0,Super built-up  Area,Virat Nagar,Virat Nagar,1215.0,49.75,L,Under Construction,New,4975000.0,4094.650205761317
4.0,Built-up  Area,NRI Layout,NRI Layout,2150.0,115.0,L,Ready,Unknown,11500000.0,5348.837209302325
4.0,Plot  Area,Hoodi,Hoodi,1100.0,120.0,L,Ready,Unknown,12000000.0,10909.09090909091
2.0,Super built-up  Area,Panathur,Panathur,1210.0,77.0,L,Under Construction,New,7700000.0,6363.636363636364
2.0,Built-up  Area,Kallumantapa,Kallumantapa,1050.0,55.0,L,Ready,Unknown,5500000.0,5238.0952380952385
3.0,Plot  Area,"Annapoorneshwari Layout, JP nagar 7th phase","Annapoorneshwari Layout, JP nagar 7th phase",600.0,70.0,L,Ready,Unknown,7000000.0,11666.666666666666
3.0,Super built-up  Area,Iblur Village,Iblur Village,1920.0,150.0,L,Under Construction,New,15000000.0,7812.5
3.0,Super built-up  Area,Uttarahalli,Uttarahalli,1250.0,50.0,L,Ready,Unknown,5000000.0,4000.0
2.0,Super built-up  Area,Mysore Road,Mysore Road,947.55,80.0,L,Ready,Unknown,8000000.0,8442.826236082528
2.0,Built-up  Area,Malleshpalya,Malleshpalya,1421.0,90.0,L,Ready,Unknown,9000000.0,6333.56790992259
6.0,Plot  Area,Mudalpalaya,Mudalpalaya,1050.0,155.0,L,Ready,Unknown,15500000.0,14761.904761904761
3.0,Super built-up  Area,Old Madras Road,Old Madras Road,1425.0,74.31,L,Under Construction,New,7431000.0,5214.736842105263
2.0,Super built-up  Area,Budigere,Budigere,1162.0,58.0,L,Ready,Unknown,5800000.0,4991.394148020654
1.0,Super built-up  Area,Whitefield,Whitefield,905.0,60.0,L,Under Construction,New,6000000.0,6629.834254143647
2.0,Super built-up  Area,Sarjapur  Road,Sarjapur  Road,914.0,32.0,L,Ready,Unknown,3200000.0,3501.09409190372
2.0,Built-up  Area,elachenahalli,elachenahalli,1258.0,58.0,L,Under Construction,New,5800000.0,4610.492845786964
4.0,Plot  Area,CV Raman Nagar,CV Raman Nagar,1100.0,220.0,L,Ready,Unknown,22000000.0,20000.0
